Gender,Provinsi,Kab/Kota,Bidang,Jenjang Lomba,Jenjang Sekolah,Kelas,Medali,Tahun,Cluster
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Jawa Barat,Kota Bogor,Fisika,SMP,SMP,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,9.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Jawa Tengah,Kab. Sukoharjo,Matematika,SMP,SMP,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2014,0
L,Jawa Tengah,Kab. Sukoharjo,Matematika,SMP,SMP,11.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Jawa Tengah,Kab. Sukoharjo,IPA,SMP,SMP,11.0,Partisipan,2017,0
L,Jawa Tengah,Kab. Sukoharjo,Fisika,SMP,SMP,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Jawa Tengah,Kota Surakarta,Fisika,SMA,SMP,9.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Jawa Tengah,Kota Surakarta,IPA,SMP,SMP,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Jawa Tengah,Kota Surakarta,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
P,Jawa Timur,Kota Malang,IPS,SMP,SMP,11.0,Partisipan,2017,2
P,Jawa Timur,Kota Malang,IPA,SMP,SMP,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Sulawesi Selatan,Kota Makassar,IPA,SMP,SMP,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
L,Jawa Timur,Kab. Madiun,IPS,SMP,SMP,11.0,Partisipan,2013,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Jawa Timur,Kota Mojokerto,Fisika,SMP,SMP,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
P,Jawa Timur,Kab. Mojokerto,IPA,SMP,SMP,11.0,Partisipan,2022,0
L,Aceh,Kab. Pidie,IPS,SMP,SMP,11.0,Partisipan,2017,0
L,Jawa Timur,Kab. Pacitan,Biologi,SMP,SMP,11.0,Partisipan,2011,0
P,Jawa Timur,Kab. Nganjuk,Biologi,SMP,SMP,11.0,Partisipan,2012,0
P,Jawa Timur,Kab. Nganjuk,IPS,SMP,SMP,11.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2020,0
L,Kalimantan Barat,Kab. Bengkayang,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
P,Kalimantan Barat,Kota Singkawang,IPS,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Kalimantan Selatan,Kota Banjarbaru,IPA,SMP,SMP,11.0,Partisipan,2023,2
L,Kalimantan Selatan,Kota Banjarmasin,IPS,SMP,SMP,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Tengah,Kab. Kotawaringin Timur,IPA,SMP,SMP,11.0,Partisipan,2015,1
L,Kalimantan Tengah,Kab. Kotawaringin Timur,Matematika,SMP,SMP,11.0,Partisipan,2022,1
P,Kalimantan Timur,Kab. Kutai Kartanegara,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kota Balikpapan,IPS,SMP,SMP,11.0,Partisipan,2017,2
P,Kalimantan Timur,Kota Samarinda,IPS,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2017,0
P,Kalimantan Utara,Kab. Nunukan,IPS,SMP,SMP,11.0,Partisipan,2017,0
P,Kepulauan Riau,Kota Batam,IPS,SMP,SMP,11.0,Partisipan,2017,2
P,Kepulauan Riau,Kota Batam,IPS,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kepulauan Riau,Kota Tanjungpinang,IPS,SMP,SMP,11.0,Partisipan,2017,2
P,Lampung,Kab. Lampung Barat,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Lampung,Kab. Lampung Utara,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
P,Maluku,Kab. Maluku Tengah,IPS,SMP,SMP,11.0,Partisipan,2017,0
L,Maluku,Kota Ambon,IPS,SMP,SMP,11.0,Partisipan,2017,2
P,Maluku Utara,Kab. Halmahera Selatan,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
P,Nusa Tenggara Barat,Kab. Lombok Timur,IPS,SMP,SMP,11.0,Partisipan,2020,1
P,Nusa Tenggara Barat,Kab. Lombok Timur,Matematika,SMP,SMP,11.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2013,0
L,Nusa Tenggara Barat,Kab. Bima,IPS,SMP,SMP,11.0,Partisipan,2013,1
P,Nusa Tenggara Timur,Kab. Manggarai Barat,IPS,SMP,SMP,11.0,Partisipan,2017,0
P,Nusa Tenggara Timur,Kab. Sabu Raijua,IPS,SMP,SMP,11.0,Partisipan,2017,0
P,Papua,Kab. Mimika,IPS,SMP,SMP,11.0,Partisipan,2017,0
L,Papua,Kab. Nabire,IPS,SMP,SMP,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2017,0
P,Papua Barat,Kab. Manokwari,IPS,SMP,SMP,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Riau,Kab. Indragiri Hulu,IPS,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Sulawesi Barat,Kab. Mamuju,IPS,SMP,SMP,11.0,Partisipan,2016,0
P,Sulawesi Barat,Kab. Mamuju,IPS,SMP,SMP,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,9.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2022,0
P,Papua,Kota Jayapura,Biologi,SMP,SMP,11.0,Partisipan,2014,2
P,Sulawesi Tengah,Kab. Sigi,IPA,SMP,SMP,11.0,Partisipan,2023,0
P,Sulawesi Tenggara,Kab. Kolaka Utara,IPS,SMP,SMP,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Sulawesi Utara,Kab. Minahasa Tenggara,IPA,SMP,SMP,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
P,Jawa Barat,Kota Bogor,Biologi,SMP,SMP,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2012,0
L,Sulawesi Utara,Kab. Minahasa Tenggara,IPS,SMP,SMP,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Jawa Timur,Kab. Kediri,IPS,SMP,SMP,11.0,Partisipan,2011,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,9.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Sumatera Utara,Kota Medan,IPA,SMP,SMP,11.0,Partisipan,2017,2
P,Aceh,Kab. Aceh Tenggara,IPS,SMP,SMP,11.0,Partisipan,2019,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2016,0
L,Bali,Kab. Buleleng,IPA,SMP,SMP,11.0,Partisipan,2018,1
P,Bali,Kab. Buleleng,IPA,SMP,SMP,11.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2014,0
P,Bali,Kab. Buleleng,IPS,SMP,SMP,11.0,Partisipan,2023,1
P,Bangka Belitung,Kab. Belitung Timur,Matematika,SMP,SMP,11.0,Partisipan,2013,1
P,Bangka Belitung,Kab. Belitung Timur,IPA,SMP,SMP,11.0,Partisipan,2019,1
L,Bangka Belitung,Kab. Belitung Timur,Matematika,SMP,SMP,11.0,Partisipan,2015,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
P,Jawa Tengah,Kota Surakarta,IPS,SMP,SMP,11.0,Partisipan,2019,2
L,Bengkulu,Kota Bengkulu,Matematika,SMP,SMP,11.0,Partisipan,2023,2
L,Bengkulu,Kota Bengkulu,IPA,SMP,SMP,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,DI Yogyakarta,Kab. Gunung Kidul,Matematika,SMP,SMP,11.0,Partisipan,2023,1
L,DKI Jakarta,Kota Jakarta Selatan,Matematika,SMP,SMP,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,9.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
P,DKI Jakarta,Kota Jakarta Pusat,Matematika,SMP,SMP,11.0,Partisipan,2019,2
P,DKI Jakarta,Kota Jakarta Barat,Fisika,SMP,SMP,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,9.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Jawa Barat,Kota Bogor,Biologi,SMP,SMP,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2013,0
L,Jawa Barat,Kota Bogor,IPS,SMP,SMP,11.0,Partisipan,2014,2
P,Jawa Barat,Kota Bogor,IPA,SMP,SMP,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Jawa Tengah,Kab. Pati,Matematika,SMA,SMP,9.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Jawa Tengah,Kab. Pati,Matematika,SMP,SMP,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
P,Jawa Tengah,Kab. Semarang,IPA,SMP,SMP,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Jawa Tengah,Kab. Kendal,IPS,SMP,SMP,11.0,Partisipan,2013,1
P,Jawa Tengah,Kab. Kendal,Matematika,SMP,SMP,11.0,Partisipan,2017,1
L,Jawa Timur,Kab. Ngawi,IPS,SMP,SMP,11.0,Partisipan,2017,0
P,Jawa Timur,Kab. Ngawi,IPS,SMP,SMP,11.0,Partisipan,2018,0
P,Jawa Timur,Kab. Jombang,IPA,SMP,SMP,11.0,Partisipan,2016,1
P,Jawa Timur,Kab. Jombang,IPA,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
P,Jawa Timur,Kab. Mojokerto,Biologi,SMP,SMP,11.0,Partisipan,2011,0
L,Jawa Timur,Kab. Mojokerto,IPS,SMP,SMP,11.0,Partisipan,2011,0
P,Jawa Timur,Kab. Mojokerto,Biologi,SMP,SMP,11.0,Partisipan,2012,0
L,Jawa Timur,Kab. Mojokerto,Matematika,SMP,SMP,11.0,Partisipan,2015,0
P,Jawa Timur,Kab. Mojokerto,IPS,SMP,SMP,11.0,Partisipan,2018,0
P,Sulawesi Barat,Kab. Mamuju,IPA,SMP,SMP,11.0,Partisipan,2023,0
P,Jawa Timur,Kab. Mojokerto,IPS,SMP,SMP,11.0,Partisipan,2017,0
P,Jawa Timur,Kab. Nganjuk,Biologi,SMP,SMP,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
P,Jawa Timur,Kab. Tulungagung,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Barat,Kota Pontianak,Matematika,SMP,SMP,11.0,Partisipan,2017,2
P,Kalimantan Selatan,Kota Banjarmasin,IPA,SMP,SMP,11.0,Partisipan,2015,2
P,Kalimantan Selatan,Kota Banjarmasin,IPS,SMP,SMP,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
P,Kalimantan Tengah,Kota Palangkaraya,IPS,SMP,SMP,11.0,Partisipan,2014,2
P,Kalimantan Tengah,Kota Palangkaraya,IPS,SMP,SMP,11.0,Partisipan,2020,2
L,Kalimantan Tengah,Kota Palangkaraya,Matematika,SMP,SMP,11.0,Partisipan,2017,2
P,Kalimantan Timur,Kab. Kutai Kartanegara,Matematika,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kota Balikpapan,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
P,Kalimantan Timur,Kota Samarinda,Matematika,SMP,SMP,11.0,Partisipan,2017,2
P,Kalimantan Utara,Kab. Malinau,Matematika,SMP,SMP,11.0,Partisipan,2017,0
P,Kalimantan Utara,Kab. Nunukan,Matematika,SMP,SMP,11.0,Partisipan,2017,0
L,Kepulauan Riau,Kota Tanjungpinang,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kepulauan Riau,Kota Tanjungpinang,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
P,Lampung,Kota Bandar Lampung,Matematika,SMP,SMP,11.0,Partisipan,2017,2
P,Maluku,Kab. Maluku Barat Daya,Matematika,SMP,SMP,11.0,Partisipan,2017,0
L,Maluku,Kota Ambon,Matematika,SMP,SMP,11.0,Partisipan,2017,2
P,Maluku Utara,Kab. Halmahera Timur,Matematika,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Nusa Tenggara Barat,Kab. Bima,Matematika,SMP,SMP,11.0,Partisipan,2014,1
P,Nusa Tenggara Barat,Kab. Bima,Fisika,SMP,SMP,11.0,Partisipan,2012,1
P,Nusa Tenggara Timur,Kab. Manggarai,Matematika,SMP,SMP,11.0,Partisipan,2017,0
P,Nusa Tenggara Timur,Kab. Rote Ndao,Matematika,SMP,SMP,11.0,Partisipan,2017,0
P,Papua,Kab. Boven Digoel,Matematika,SMP,SMP,11.0,Partisipan,2017,1
P,Jawa Tengah,Kab. Pati,Biologi,SMP,SMP,11.0,Partisipan,2013,0
P,Papua Barat,Kab. Fakfak,Matematika,SMP,SMP,11.0,Partisipan,2017,1
P,Papua Barat,Kab. Sorong Selatan,Matematika,SMP,SMP,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
P,Riau,Kota Dumai,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2017,0
L,Sulawesi Barat,Kab. Polewali Mandar,IPS,SMP,SMP,11.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2024,0
L,Sulawesi Selatan,Kota Makassar,Matematika,SMA,SMP,9.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
P,Sulawesi Tenggara,Kab. Kolaka Utara,Matematika,SMP,SMP,11.0,Partisipan,2021,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Sulawesi Utara,Kota Manado,Matematika,SMP,SMP,11.0,Partisipan,2022,2
L,Sulawesi Utara,Kota Tomohon,IPS,SMP,SMP,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Barat,Kota Bukittinggi,Biologi,SMA,SMP,9.0,Partisipan,2009,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
P,Sumatera Selatan,Kota Palembang,IPA,SMP,SMP,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2020,0
L,Sumatera Utara,Kota Pematangsiantar,IPA,SMP,SMP,11.0,Partisipan,2019,2
P,Sumatera Utara,Kab. Labuhanbatu,IPA,SMP,SMP,11.0,Partisipan,2022,1
L,Sumatera Utara,Kab. Labuhanbatu,IPA,SMP,SMP,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
P,Sumatera Utara,Kota Padangsidimpuan,Biologi,SMP,SMP,11.0,Partisipan,2012,2
L,Sumatera Utara,Kota Medan,IPA,SMP,SMP,11.0,Partisipan,2020,2
P,Jawa Timur,Kab. Tulungagung,IPS,SMP,SMP,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2012,0
L,DKI Jakarta,Kota Jakarta Timur,Matematika,SMP,SMP,11.0,Partisipan,2017,2
L,Jawa Tengah,Kab. Pekalongan,IPS,SMP,SMP,11.0,Partisipan,2023,0
P,Sulawesi Utara,Kota Tomohon,Matematika,SMP,SMP,11.0,Partisipan,2020,2
P,Jawa Tengah,Kab. Pekalongan,IPS,SMP,SMP,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
L,Sulawesi Selatan,Kota Makassar,Matematika,SMP,SMP,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Jawa Tengah,Kab. Wonosobo,Informatika,SMA,SMP,9.0,Partisipan,2021,2
L,Bali,Kab. Gianyar,Biologi,SMP,SMP,11.0,Partisipan,2011,1
P,Bali,Kab. Gianyar,IPS,SMP,SMP,11.0,Partisipan,2018,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
P,DKI Jakarta,Kota Jakarta Selatan,IPS,SMP,SMP,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2016,0
L,Bali,Kab. Tabanan,Matematika,SMA,SMP,9.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2012,0
L,Sulawesi Tengah,Kab. Parigi Moutong,IPS,SMP,SMP,11.0,Partisipan,2011,0
P,Sumatera Utara,Kab. Asahan,IPS,SMP,SMP,11.0,Partisipan,2019,1
L,Jawa Tengah,Kab. Wonosobo,Biologi,SMP,SMP,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
P,Jawa Timur,Kab. Pamekasan,IPA,SMP,SMP,11.0,Partisipan,2015,0
P,Jawa Timur,Kab. Pamekasan,Biologi,SMP,SMP,11.0,Partisipan,2011,0
L,Jawa Timur,Kab. Pamekasan,Matematika,SMP,SMP,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
L,Jawa Timur,Kab. Pamekasan,IPA,SMP,SMP,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,DKI Jakarta,Kota Jakarta Selatan,Matematika,SMP,SMP,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
